id,entity_type,district,territory_id,weather_score,pest_score,inventory_score,purchase_history_score,visit_score,competitive_score,current_stage,growth_score,weather_growth_bonus,entity_bonus,raw_priority_score,final_priority_score
GRW_01435,farmer,Lucknow,,34.31729888265774,8.765642315667508,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.92419978881796,38.943914105254024
RTL_02436,retailer,Sikar,TER_0307,26.273072117179332,12.4545150471607,63.04347826086957,18.796992481203006,27.200000000000003,30.0,,0.0,0,12,45.92382153147018,38.94346967044845
GRW_04924,farmer,Bathinda,,35.546762309430626,22.96010950833662,0.0,0.0,0.0,0.0,pod_formation,75.0,0,0,45.92334247782681,38.94290680467968
GRW_05617,farmer,Lucknow,,34.31729888265774,8.765642315667508,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.92230497578829,38.941687787998376
GRW_01811,farmer,Kalaburagi,,24.08618501724442,20.564452210437647,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.92059959077946,38.93968403986425
GRW_00736,farmer,Ludhiana,,22.073778871564475,17.797412158401695,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.92025353260941,38.93927743759616
GRW_05267,farmer,Jaipur,,25.868975247718872,10.90379668240544,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.91999175501093,38.938969861083066
GRW_00293,farmer,Amritsar,,23.482085028545452,21.692460794803242,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.91831661158829,38.93700164540735
GRW_01884,farmer,Amritsar,,23.482085028545452,21.692460794803242,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.91366735827526,38.93153898882085
GRW_00883,farmer,Kalaburagi,,24.08618501724442,20.564452210437647,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.911032004527286,38.92844257063497
GRW_05651,farmer,Lucknow,,34.31729888265774,8.765642315667508,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.91071370855778,38.92806858766238
GRW_05223,farmer,Kanpur Nagar,,35.922208281053955,7.402760351317439,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.91021100601914,38.927477935540665
RTL_01138,retailer,Sehore,TER_0143,21.321246524510958,2.2858049564991925,76.08695652173914,13.439849624060152,37.6,30.0,,0.0,0,12,45.9067089683038,38.923363203968975
GRW_00005,farmer,Kanpur Nagar,,35.922208281053955,7.402760351317439,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.89626052762642,38.91108677172441
RTL_00702,retailer,Indore,TER_0089,18.919606802513233,4.369356908652895,44.83695652173913,24.530075187969924,83.2,80.0,,0.0,0,12,45.8881106950675,38.90151109720003
GRW_00687,farmer,Kanpur Nagar,,35.922208281053955,7.402760351317439,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.88700249247422,38.900209010652404
GRW_01050,farmer,Bathinda,,35.546762309430626,22.96010950833662,0.0,0.0,0.0,0.0,pod_formation,75.0,0,0,45.872198576551355,38.88281509739849
GRW_05460,farmer,Lucknow,,34.31729888265774,8.765642315667508,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.869690647877114,38.87986839775266
GRW_02750,farmer,Lucknow,,34.31729888265774,8.765642315667508,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.86817552801839,38.87808820232807
GRW_05529,farmer,Sirsa,,39.10133216484508,27.187454301434876,0.0,0.0,0.0,0.0,pod_formation,75.0,0,0,45.86775940184862,38.877599273416465
GRW_05743,farmer,Karnal,,27.150610719438692,14.80512685498904,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.867347023147694,38.8771147476066
GRW_02132,farmer,Karnal,,27.150610719438692,14.80512685498904,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.86614625886931,38.87570390538043
GRW_02605,farmer,Amritsar,,23.482085028545452,21.692460794803242,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.86584566243477,38.875350718538925
GRW_02649,farmer,Karnal,,27.150610719438692,14.80512685498904,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.860148773252725,38.86865713849119
GRW_05030,farmer,Karnal,,27.150610719438692,14.80512685498904,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.8584847712223,38.86670201343357
GRW_02009,farmer,Sikar,,26.273072117179332,12.4545150471607,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.85714465195061,38.865127435566265
GRW_04509,farmer,Sikar,,26.273072117179332,12.4545150471607,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.854920913527565,38.86251464625893
RTL_00047,retailer,Ratlam,TER_0007,16.16412633160128,5.104147558380461,42.934782608695656,46.8984962406015,56.8,80.0,,0.0,0,12,45.85182926382899,38.85888210153571
GRW_05702,farmer,Lucknow,,34.31729888265774,8.765642315667508,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.84914414879229,38.85572721614807
GRW_03795,farmer,Karnal,,27.150610719438692,14.80512685498904,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.84854154937041,38.855019189830855
RTL_02252,retailer,Jaipur,TER_0284,25.868975247718872,10.90379668240544,77.58152173913044,9.210526315789473,19.2,30.0,,0.0,0,12,45.84642250135178,38.85252940688363
GRW_05605,farmer,Ludhiana,,22.073778871564475,17.797412158401695,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.83949724918109,38.844392557407716
GRW_04075,farmer,Meerut,,28.888037616407107,15.30301925830434,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.838401491621696,38.84310509319657
GRW_05143,farmer,Jaipur,,25.868975247718872,10.90379668240544,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.83265316142361,38.83635107234551
GRW_00998,farmer,Sikar,,26.273072117179332,12.4545150471607,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.82954044120252,38.83269377073751
GRW_03557,farmer,Sikar,,26.273072117179332,12.4545150471607,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.82909055191416,38.83216517173058
GRW_02169,farmer,Lucknow,,34.31729888265774,8.765642315667508,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.823852570837104,38.8260107873802
GRW_05268,farmer,Kalaburagi,,24.08618501724442,20.564452210437647,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.82333321199422,38.825400564875025
RTL_01589,retailer,Hisar,TER_0200,36.88793117481569,25.032141973131317,40.08152173913043,32.80075187969925,24.0,30.0,,0.0,0,12,45.823134367984444,38.82516693240406
GRW_05326,farmer,Karnal,,27.150610719438692,14.80512685498904,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.82294774225061,38.82494765583952
GRW_01223,farmer,Sikar,,26.273072117179332,12.4545150471607,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.81894147070015,38.82024047294391
GRW_03096,farmer,Mehsana,,27.718681788325345,7.753571797624794,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.81087347327167,38.8107609508948
GRW_01508,farmer,Patiala,,22.132474349965158,14.95948398036939,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.81054531195613,38.81037537659908
GRW_01033,farmer,Ludhiana,,22.073778871564475,17.797412158401695,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.810191992897764,38.809960243124664
GRW_02640,farmer,Ludhiana,,22.073778871564475,17.797412158401695,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.80824788391006,38.80767600540915
GRW_00355,farmer,Karnal,,27.150610719438692,14.80512685498904,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.808196960474284,38.80761617273858
GRW_02536,farmer,Kanpur Nagar,,35.922208281053955,7.402760351317439,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.80485571835456,38.80369036851937
GRW_00009,farmer,Meerut,,28.888037616407107,15.30301925830434,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.803105483511004,38.80163392391367
GRW_03010,farmer,Meerut,,28.888037616407107,15.30301925830434,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.80063008468662,38.79872544532972
GRW_04698,farmer,Mehsana,,27.718681788325345,7.753571797624794,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.800531320177896,38.798609401621675
GRW_01885,farmer,Karnal,,27.150610719438692,14.80512685498904,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.79711263688993,38.79459260762856
GRW_02363,farmer,Rohtak,,31.171096482688526,18.263173714225395,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.796742279747335,38.79415745519695
GRW_04650,farmer,Sirsa,,39.10133216484508,27.187454301434876,0.0,0.0,0.0,0.0,pod_formation,75.0,0,0,45.79256244210079,38.789246340204244
GRW_03411,farmer,Amritsar,,23.482085028545452,21.692460794803242,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.78996271881878,38.78619178616009
GRW_01031,farmer,Lucknow,,34.31729888265774,8.765642315667508,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.788817553362556,38.78484626996622
GRW_03556,farmer,Karnal,,27.150610719438692,14.80512685498904,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.78830035575411,38.784238586811085
GRW_04103,farmer,Patna,,56.85334192186437,53.99250924028881,0.0,0.0,0.0,0.0,unknown,30.0,0,0,45.78036468726566,38.77491454511704
GRW_01432,farmer,Ahmedabad,,29.848470657635776,7.836773781655667,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.77917915059638,38.773521594623915
GRW_03140,farmer,Lucknow,,34.31729888265774,8.765642315667508,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.773420723149385,38.76675570997463
RTL_02462,retailer,Akola,TER_0312,20.830313265895875,3.8482630962797755,66.57608695652173,24.718045112781954,44.0,80.0,,0.0,0,12,45.77319967641779,38.766495990337305
GRW_02600,farmer,Meerut,,28.888037616407107,15.30301925830434,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.769463391154126,38.762106028782085
GRW_02901,farmer,Karnal,,27.150610719438692,14.80512685498904,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.76845290437645,38.760918753776835
GRW_02250,farmer,Patiala,,22.132474349965158,14.95948398036939,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.760062666987054,38.751060614748525
GRW_01511,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,unknown,30.0,0,0,45.75969263941979,38.750625849552605
GRW_04529,farmer,Karnal,,27.150610719438692,14.80512685498904,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.75706106978295,38.74753387752146
GRW_05861,farmer,Mehsana,,27.718681788325345,7.753571797624794,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.75678477156578,38.747209239956206
GRW_00738,farmer,Jaipur,,25.868975247718872,10.90379668240544,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.75586805495556,38.7461321405401
GRW_05167,farmer,Meerut,,28.888037616407107,15.30301925830434,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.75196263405186,38.741543452467766
GRW_01668,farmer,Meerut,,28.888037616407107,15.30301925830434,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.75015468057111,38.739419191145615
GRW_03181,farmer,Jaipur,,25.868975247718872,10.90379668240544,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.74946474707935,38.738608551354815
GRW_01449,farmer,Mehsana,,27.718681788325345,7.753571797624794,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.7491006829355,38.73818079290429
GRW_05795,farmer,Lucknow,,34.31729888265774,8.765642315667508,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.74762695288427,38.73644922858007
GRW_02430,farmer,Kanpur Nagar,,35.922208281053955,7.402760351317439,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.74637474324151,38.73497794044148
RTL_02733,retailer,Amravati,TER_0347,23.561463119742733,1.662735755643216,68.34239130434783,20.394736842105264,32.0,30.0,,0.0,0,12,45.74601095807735,38.734550509779126
GRW_05312,farmer,Mehsana,,27.718681788325345,7.753571797624794,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.74226249328933,38.730146237848786
GRW_01569,farmer,Rohtak,,31.171096482688526,18.263173714225395,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.73646227374436,38.723331249426494
RTL_00108,retailer,Akola,TER_0015,20.830313265895875,3.8482630962797755,54.891304347826086,61.09022556390977,29.599999999999998,30.0,,0.0,0,12,45.73550520881669,38.722206742612414
GRW_05489,farmer,Amritsar,,23.482085028545452,21.692460794803242,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.73517045587905,38.721813423467054
GRW_04519,farmer,Ludhiana,,22.073778871564475,17.797412158401695,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.73386991785904,38.72028535173108
RTL_03178,retailer,Lucknow,TER_0402,34.31729888265774,8.765642315667508,60.46195652173913,20.48872180451128,32.0,30.0,,0.0,0,12,45.72830479819962,38.71374659474894
GRW_02573,farmer,Lucknow,,34.31729888265774,8.765642315667508,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.725367387487395,38.710295273667015
GRW_00387,farmer,Ludhiana,,22.073778871564475,17.797412158401695,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.72399127265559,38.70867840268933
GRW_02096,farmer,Karnal,,27.150610719438692,14.80512685498904,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.72307484252513,38.70760163987363
GRW_04865,farmer,Karnal,,27.150610719438692,14.80512685498904,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.722914096300784,38.707412770530084
RTL_01807,retailer,Vijayapura,TER_0227,29.548968763910082,37.730742429958966,36.277173913043484,31.203007518796994,25.6,30.0,,0.0,0,12,45.72148948033536,38.7057389129743
GRW_04367,farmer,Meerut,,28.888037616407107,15.30301925830434,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.71887066143536,38.702661922466405
GRW_02934,farmer,Jaipur,,25.868975247718872,10.90379668240544,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.71478241639392,38.69785842452829
GRW_05079,farmer,Ludhiana,,22.073778871564475,17.797412158401695,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.713015081262625,38.695781887879164
GRW_01782,farmer,Karnal,,27.150610719438692,14.80512685498904,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.712062913385274,38.69466313487165
GRW_00008,farmer,Ahmedabad,,29.848470657635776,7.836773781655667,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.706725425516794,38.68839183466554
RTL_00077,retailer,Sehore,TER_0011,21.321246524510958,2.2858049564991925,78.26086956521739,23.49624060150376,24.0,30.0,,0.0,0,12,45.706578312789325,38.68821898404727
RTL_01087,retailer,Jalgaon,TER_0137,20.62498720112131,5.767849820596835,61.41304347826087,30.73308270676692,36.8,30.0,,0.0,0,12,45.69956046646325,38.679973340741725
GRW_01684,farmer,Ludhiana,,22.073778871564475,17.797412158401695,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.69789623157225,38.67801794208377
GRW_04066,farmer,Kalaburagi,,24.08618501724442,20.564452210437647,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.69587075597743,38.6756381023861
RTL_00925,retailer,Amravati,TER_0116,23.561463119742733,1.662735755643216,68.88586956521738,45.95864661654135,26.400000000000002,30.0,,0.0,0,12,45.69586699067603,38.675633678331934
GRW_02173,farmer,Lucknow,,34.31729888265774,8.765642315667508,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.695111074615305,38.67474551208889
GRW_03875,farmer,Amritsar,,23.482085028545452,21.692460794803242,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.69330663581605,38.67262538035416
GRW_02436,farmer,Kanpur Nagar,,35.922208281053955,7.402760351317439,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.69320019646138,38.6725003190588
GRW_05414,farmer,Patiala,,22.132474349965158,14.95948398036939,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.691848396639976,38.67091201708837
GRW_04064,farmer,Ludhiana,,22.073778871564475,17.797412158401695,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.689138816188155,38.66772838597488
GRW_05243,farmer,Ahmedabad,,29.848470657635776,7.836773781655667,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.68188250088943,38.65920255270842
RTL_00922,retailer,Amravati,TER_0116,23.561463119742733,1.662735755643216,65.625,38.34586466165413,26.400000000000002,30.0,,0.0,0,12,45.67794986990452,38.654581894055156
GRW_00459,farmer,Meerut,,28.888037616407107,15.30301925830434,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.67684310439266,38.65328149601142
GRW_00244,farmer,Patiala,,22.132474349965158,14.95948398036939,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.676220290355545,38.65254971846072
GRW_04964,farmer,Ludhiana,,22.073778871564475,17.797412158401695,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.67492847353883,38.65103189373332
GRW_05403,farmer,Sikar,,26.273072117179332,12.4545150471607,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.66982349725658,38.645033783835956
GRW_00280,farmer,Kanpur Nagar,,35.922208281053955,7.402760351317439,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.66952019441878,38.64467741709639
GRW_04788,farmer,Kalaburagi,,24.08618501724442,20.564452210437647,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.66920142725205,38.644302880488965
GRW_03454,farmer,Meerut,,28.888037616407107,15.30301925830434,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.66640560714247,38.64101792178528
GRW_02092,farmer,Ludhiana,,22.073778871564475,17.797412158401695,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.662068848406086,38.63592243180432
GRW_03590,farmer,Kanpur Nagar,,35.922208281053955,7.402760351317439,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.653146072558776,38.62543858483565
GRW_04963,farmer,Karnal,,27.150610719438692,14.80512685498904,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.651705176259156,38.62374559864375
GRW_02975,farmer,Jaipur,,25.868975247718872,10.90379668240544,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.648875662299375,38.62042105123186
RTL_03752,retailer,Kanpur Nagar,TER_0471,35.922208281053955,7.402760351317439,61.277173913043484,18.703007518796994,20.8,30.0,,0.0,0,12,45.64872347422908,38.62024223732162
GRW_00366,farmer,Kanpur Nagar,,35.922208281053955,7.402760351317439,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.645659881882665,38.61664265868333
GRW_05485,farmer,Bikaner,,37.19749765945031,16.020373805473444,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.63890125629851,38.608701587703266
GRW_05279,farmer,Amritsar,,23.482085028545452,21.692460794803242,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.63855151225488,38.608290654705016
GRW_01056,farmer,Kalaburagi,,24.08618501724442,20.564452210437647,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.63775611639754,38.60735610153563
GRW_02457,farmer,Meerut,,28.888037616407107,15.30301925830434,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.63723720035837,38.60674639930424
GRW_02799,farmer,Lucknow,,34.31729888265774,8.765642315667508,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.63543785081888,38.604632247213246
GRW_00434,farmer,Ahmedabad,,29.848470657635776,7.836773781655667,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.63188671548137,38.600459828217126
GRW_02282,farmer,Kalaburagi,,24.08618501724442,20.564452210437647,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.628844189801136,38.596885001932606
GRW_02869,farmer,Hisar,,36.88793117481569,25.032141973131317,0.0,0.0,0.0,0.0,pod_formation,75.0,0,0,45.62824794890297,38.59618444658527
GRW_00589,farmer,Patiala,,22.132474349965158,14.95948398036939,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.62309122391673,38.59012553436554
GRW_00517,farmer,Sikar,,26.273072117179332,12.4545150471607,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.61965193073858,38.58608452470922
RTL_01235,retailer,Indore,TER_0155,18.919606802513233,4.369356908652895,61.00543478260869,23.966165413533837,40.0,80.0,,0.0,0,12,45.612123889412445,38.57723942598798
GRW_03943,farmer,Meerut,,28.888037616407107,15.30301925830434,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.611855632331824,38.576924236384485
GRW_01140,farmer,Ahmedabad,,29.848470657635776,7.836773781655667,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.607332445253775,38.571609701765624
GRW_02100,farmer,Patiala,,22.132474349965158,14.95948398036939,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.60442198613791,38.56819004755694
GRW_00552,farmer,Karnal,,27.150610719438692,14.80512685498904,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.6032054192402,38.56676063798743
RTL_02956,retailer,Sehore,TER_0374,21.321246524510958,2.2858049564991925,70.65217391304348,30.73308270676692,0.0,30.0,,0.0,0,12,45.603186311838286,38.566738187678126
GRW_01507,farmer,Ahmedabad,,29.848470657635776,7.836773781655667,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.6001545029725,38.563175953152566
GRW_03300,farmer,Mehsana,,27.718681788325345,7.753571797624794,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.59764788933214,38.560230798610434
GRW_05313,farmer,Amritsar,,23.482085028545452,21.692460794803242,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.59472097545884,38.556791810826454
RTL_03773,retailer,Sehore,TER_0473,21.321246524510958,2.2858049564991925,59.375,52.91353383458647,37.6,30.0,,0.0,0,12,45.593791890807765,38.5557001795371
GRW_04434,farmer,Vijayapura,,29.548968763910082,37.730742429958966,0.0,0.0,0.0,0.0,pod_formation,75.0,0,0,45.59157673866478,38.55309747870983
GRW_00380,farmer,Amritsar,,23.482085028545452,21.692460794803242,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.58991631897188,38.55114656273234
RTL_00646,retailer,Amravati,TER_0083,23.561463119742733,1.662735755643216,65.08152173913044,14.003759398496241,27.200000000000003,30.0,,0.0,0,12,45.58758033729793,38.548401892821275
GRW_04843,farmer,Ahmedabad,,29.848470657635776,7.836773781655667,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.58395795123505,38.54414575753394
GRW_05396,farmer,Patiala,,22.132474349965158,14.95948398036939,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.5823196130214,38.542220786268416
RTL_00333,retailer,Sehore,TER_0044,21.321246524510958,2.2858049564991925,60.86956521739131,51.221804511278194,20.8,30.0,,0.0,0,12,45.5806553408843,38.54026534384802
GRW_02455,farmer,Ahmedabad,,29.848470657635776,7.836773781655667,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.57865143035636,38.537910842101766
RTL_02482,retailer,Amravati,TER_0314,23.561463119742733,1.662735755643216,64.53804347826086,34.3984962406015,25.6,30.0,,0.0,0,12,45.577305700882526,38.53632967250766
GRW_04201,farmer,Ludhiana,,22.073778871564475,17.797412158401695,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.576843144543915,38.53578619030533
GRW_01627,farmer,Kanpur Nagar,,35.922208281053955,7.402760351317439,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.57650774622329,38.535392112864955
GRW_00688,farmer,Sirsa,,39.10133216484508,27.187454301434876,0.0,0.0,0.0,0.0,pod_formation,75.0,0,0,45.57440472855959,38.53292116483982
GRW_02859,farmer,Bathinda,,35.546762309430626,22.96010950833662,0.0,0.0,0.0,0.0,pod_formation,75.0,0,0,45.57164935787124,38.52968373232633
GRW_05979,farmer,Ludhiana,,22.073778871564475,17.797412158401695,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.57114392776379,38.52908987543802
RTL_00641,retailer,Sirsa,TER_0082,39.10133216484508,27.187454301434876,54.07608695652174,14.3796992481203,20.8,30.0,,0.0,0,12,45.56897943063277,38.5265466918958
GRW_05303,farmer,Jaipur,,25.868975247718872,10.90379668240544,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.56867981697431,38.52619465977051
GRW_01630,farmer,Jaipur,,25.868975247718872,10.90379668240544,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.56099209172062,38.5171619398551
GRW_02042,farmer,Lucknow,,34.31729888265774,8.765642315667508,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.560958702327916,38.5171227088703
GRW_02067,farmer,Bikaner,,37.19749765945031,16.020373805473444,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.55713570206248,38.51263086121776
RTL_00735,retailer,Karnal,TER_0093,27.150610719438692,14.80512685498904,31.114130434782606,56.860902255639104,48.8,30.0,,0.0,0,12,45.55693894221326,38.51239967753858
GRW_02295,farmer,Amritsar,,23.482085028545452,21.692460794803242,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.556697137169756,38.512115567849435
GRW_02313,farmer,Ludhiana,,22.073778871564475,17.797412158401695,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.55646344777695,38.511840993672706
RTL_03779,retailer,Ahmedabad,TER_0474,29.848470657635776,7.836773781655667,47.14673913043478,27.725563909774436,49.6,30.0,,0.0,0,12,45.555391945405404,38.510582028180124
GRW_03007,farmer,Hisar,,36.88793117481569,25.032141973131317,0.0,0.0,0.0,0.0,pod_formation,75.0,0,0,45.555076378510556,38.51021125174344
GRW_03003,farmer,Lucknow,,34.31729888265774,8.765642315667508,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.554474059365106,38.50950355473802
GRW_02862,farmer,Hisar,,36.88793117481569,25.032141973131317,0.0,0.0,0.0,0.0,pod_formation,75.0,0,0,45.551836921166164,38.50640503990519
GRW_04751,farmer,Mehsana,,27.718681788325345,7.753571797624794,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.5475763958379,38.50139912063612
RTL_01108,retailer,Ratlam,TER_0139,16.16412633160128,5.104147558380461,47.28260869565217,61.278195488721806,46.400000000000006,30.0,,0.0,0,12,45.54612446652581,38.49969317116728
RTL_02949,retailer,Sikar,TER_0373,26.273072117179332,12.4545150471607,60.05434782608696,20.958646616541355,26.400000000000002,30.0,,0.0,0,12,45.544759491130804,38.49808938851017
GRW_00345,farmer,Kanpur Nagar,,35.922208281053955,7.402760351317439,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.540933131283936,38.493593593505565
GRW_04925,farmer,Sikar,,26.273072117179332,12.4545150471607,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.53936705490547,38.491753526538275
GRW_03136,farmer,Sikar,,26.273072117179332,12.4545150471607,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.532779344973065,38.48401327350636
GRW_05199,farmer,Amritsar,,23.482085028545452,21.692460794803242,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.532712294816136,38.483934492687865
GRW_01078,farmer,Lucknow,,34.31729888265774,8.765642315667508,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.532709618048706,38.483931347610536
GRW_05997,farmer,Bathinda,,35.546762309430626,22.96010950833662,0.0,0.0,0.0,0.0,pod_formation,75.0,0,0,45.531033700222714,38.481962222046874
GRW_00484,farmer,Ludhiana,,22.073778871564475,17.797412158401695,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.51655276279068,38.46494779351049
GRW_02914,farmer,Patiala,,22.132474349965158,14.95948398036939,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.51447027398579,38.462500965940464
GRW_04415,farmer,Ludhiana,,22.073778871564475,17.797412158401695,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.51204675611044,38.45965344506065
GRW_00537,farmer,Amritsar,,23.482085028545452,21.692460794803242,0.0,0.0,0.0,0.0,flowering,95.0,0,0,45.51174369907868,38.459297367131754
